incident_0_hospital,incident_1_hospital,incident_2_hospital,incident_3_hospital,incident_4_hospital,incident_5_hospital,incident_6_hospital,incident_7_hospital,incident_8_hospital,incident_9_hospital,incident_10_hospital,incident_11_hospital,incident_12_hospital,incident_13_hospital,incident_14_hospital,incident_15_hospital,incident_16_hospital,incident_17_hospital,incident_18_hospital,incident_19_hospital,incident_20_hospital,incident_21_hospital,incident_22_hospital,incident_23_hospital,incident_24_hospital,incident_25_hospital,incident_26_hospital,incident_27_hospital,incident_28_hospital,incident_29_hospital,incident_30_hospital,incident_31_hospital,incident_32_hospital,incident_33_hospital,incident_34_hospital,incident_35_hospital,incident_36_hospital,incident_37_hospital,incident_38_hospital,incident_39_hospital,incident_40_hospital,incident_41_hospital,incident_42_hospital,incident_43_hospital,incident_44_hospital,incident_45_hospital,incident_46_hospital,incident_47_hospital,incident_48_hospital,incident_49_hospital,incident_50_hospital,incident_51_hospital,incident_52_hospital,incident_53_hospital,incident_54_hospital,incident_55_hospital,incident_56_hospital,incident_57_hospital,incident_58_hospital,incident_59_hospital,incident_60_hospital,incident_61_hospital,incident_62_hospital,incident_63_hospital,incident_64_hospital,incident_65_hospital,incident_66_hospital,incident_67_hospital,incident_68_hospital,incident_69_hospital,incident_70_hospital,incident_71_hospital,incident_72_hospital,incident_73_hospital,incident_74_hospital,incident_75_hospital,incident_76_hospital,incident_77_hospital,incident_78_hospital,incident_79_hospital,incident_80_hospital,incident_81_hospital,incident_82_hospital,incident_83_hospital,incident_84_hospital,incident_85_hospital,incident_86_hospital,incident_87_hospital,incident_88_hospital,incident_89_hospital,incident_90_hospital,incident_91_hospital,incident_92_hospital,incident_93_hospital,incident_94_hospital,incident_95_hospital,incident_96_hospital,incident_97_hospital,incident_98_hospital,incident_99_hospital,incident_100_hospital,incident_101_hospital,incident_102_hospital,incident_103_hospital,incident_104_hospital,incident_105_hospital,incident_106_hospital,incident_107_hospital,incident_108_hospital,incident_109_hospital,incident_110_hospital,incident_111_hospital,incident_112_hospital,incident_113_hospital,incident_114_hospital,incident_115_hospital,incident_116_hospital,incident_117_hospital,incident_118_hospital,incident_119_hospital,incident_120_hospital,incident_121_hospital,incident_122_hospital,incident_123_hospital,incident_124_hospital,incident_125_hospital,incident_126_hospital,incident_127_hospital,incident_128_hospital,incident_129_hospital,incident_130_hospital,incident_131_hospital,incident_132_hospital,incident_133_hospital,incident_134_hospital,incident_135_hospital,incident_136_hospital,incident_137_hospital,incident_138_hospital,incident_139_hospital,incident_140_hospital,incident_141_hospital,incident_142_hospital,incident_143_hospital,incident_144_hospital,incident_145_hospital,incident_146_hospital,incident_147_hospital,incident_148_hospital,incident_149_hospital,incident_150_hospital,incident_151_hospital,incident_152_hospital,incident_153_hospital
20202.45067764596,20202.45067764596,13599.42727279547,13599.42727279547,19626.94109887531,19626.94109887531,10944.851064854136,10944.851064854136,14015.870850354395,13599.42727279547,13599.42727279547,19626.94109887531,19626.94109887531,19435.147100622286,11431.529816185475,11431.529816185475,14015.870850354395,8651.087529063716,8651.087529063716,13477.26626240014,13477.26626240014,20764.083131289703,20764.083131289703,19435.147100622286,11431.529816185475,11431.529816185475,9854.154279559953,8651.087529063716,4602.469586476761,4602.469586476761,15372.67622541156,10608.878291672743,10608.878291672743,6501.103414204217,1669.9416639337496,1862.2880165591537,6392.762078522121,10185.892795095113,10608.878291672743,12230.87940846863,12230.87940846863,1669.9416639337496,3843.128480350939,6644.617653858868,11178.990558524125,7624.05906381083,7707.875552983468,5225.073062571003,5417.128526162929,8051.883085108238,11483.3876057644,12666.259431504996,10710.77148444046,10710.77148444046,9395.690064818493,10962.038094630632,12029.891499001227,14669.958222708423,17503.41821938072,12050.563050930643,13302.697865403326,13473.142535309766,16043.86581335406,19688.762774850347,21184.170922110763,23752.415004205788,24521.27946773581,24521.27946773581,17745.710312854877,14170.90762566998,15155.772855513374,15519.905221948047,21439.68962729724,21607.53534350488,19986.9677984898,27359.419817998696,29158.50114516594,24521.27946773581,29158.50114516594,24905.713275477297,20114.202911984266,20114.202911984266,18663.492133143678,22926.567668120257,22926.567668120257,26694.515100820725,24294.83923388391,27359.419817998696,26794.141368131997,29158.50114516594,29158.50114516594,25105.985516705925,24068.4592508932,24068.4592508932,23445.30380675306,22371.793199023854,25239.61922297846,29581.873844304595,28203.411639611335,28203.411639611335,37604.296103969515,37604.296103969515,24068.4592508932,24068.4592508932,28079.535966964973,28195.882160593228,30116.402356289866,29581.873844304595,32225.233452470817,31455.451034898557,37604.296103969515,37604.296103969515,28079.535966964973,28079.535966964973,28195.882160593228,33189.8829276124,32225.233452470817,32225.233452470817,31455.451034898557,37604.296103969515,37604.296103969515,28079.535966964973,28079.535966964973,33189.8829276124,34012.107327045356,34012.107327045356,47818.48502842797,47818.48502842797,39150.84119102306,39150.84119102306,34012.107327045356,34012.107327045356,34012.107327045356,47818.48502842797,47818.48502842797,36473.114279652975,39150.84119102306,47818.48502842797,47818.48502842797,36473.114279652975,39150.84119102306,39150.84119102306,44716.855850160835,44716.855850160835,49650.0240321923,49650.0240321923,49650.0240321923,44716.855850160835,49650.0240321923,49650.0240321923,49650.0240321923,49650.0240321923,49650.0240321923,49650.0240321923
25481.574599232295,25481.574599232295,18878.551194381802,18878.551194381802,18269.811070693348,18269.811070693348,18065.34162604301,18065.34162604301,19294.99477194073,18878.551194381802,18878.551194381802,18269.811070693348,18269.811070693348,26555.637661811157,18146.689629976958,18146.689629976958,19294.99477194073,13930.21145065005,13930.21145065005,9045.543934158106,9045.543934158106,27884.573692478578,27884.573692478578,26555.637661811157,18146.689629976958,18146.689629976958,16538.516080274032,13930.21145065005,6860.033573250706,6860.033573250706,11464.855224951987,17293.240092386823,17293.240092386823,11689.838448460989,6746.176247975242,6415.649098371469,3151.9375353440087,4027.0562323047807,17293.240092386823,18915.24120918271,18915.24120918271,6746.176247975242,6862.902535438554,3528.812273438585,7007.025228447053,12812.794098067601,12835.837541331117,10353.035050918652,8348.03768883604,8204.52181856372,7311.422275687328,7288.929609758315,14545.055913523896,14545.055913523896,11594.748663408252,9992.852447202205,9879.749691411698,11395.9835028091,13029.092289638209,14912.372348373387,13545.612183143428,11900.85181514896,14471.575093193254,17123.50065570419,17554.699616791422,20536.183747661686,21305.048211191708,21305.048211191708,20607.519610297622,17025.92677264394,15641.805806159915,14550.71957451962,19011.368711605923,19179.21442781356,17389.41393072834,24761.865950237236,26560.94727740448,21305.048211191708,26560.94727740448,27767.522572920043,22492.159959724595,22492.159959724595,17694.306485715253,20498.24675242894,20498.24675242894,24096.961233059264,21697.285366122447,24761.865950237236,24196.587500370533,26560.94727740448,26560.94727740448,27967.79481414867,26446.416298633532,26446.416298633532,22476.118159324637,21402.60755159543,23418.5281271852,27153.552928613273,26407.80463718612,26407.80463718612,35006.742236208054,35006.742236208054,26446.416298633532,26446.416298633532,29721.85161703948,27226.696513164803,29147.21670886144,27153.552928613273,30678.403576043675,29242.83255298049,35006.742236208054,35006.742236208054,29721.85161703948,29721.85161703948,27226.696513164803,32220.697280183973,30678.403576043675,30678.403576043675,29242.83255298049,35006.742236208054,35006.742236208054,29721.85161703948,29721.85161703948,32220.697280183973,33042.92167961693,33042.92167961693,45604.649980570786,45604.649980570786,39409.044987202484,39409.044987202484,33042.92167961693,33042.92167961693,33042.92167961693,45604.649980570786,45604.649980570786,37894.454585935484,39409.044987202484,45604.649980570786,45604.649980570786,37894.454585935484,39409.044987202484,39409.044987202484,46138.19615644334,46138.19615644334,48680.83838476387,48680.83838476387,48680.83838476387,46138.19615644334,48680.83838476387,48680.83838476387,48680.83838476387,48680.83838476387,48680.83838476387,48680.83838476387
29570.1654674294,29570.1654674294,27569.5817551625,27569.5817551625,34641.96929548765,34641.96929548765,16878.679237382003,16878.679237382003,25368.61827826405,27569.5817551625,27569.5817551625,34641.96929548765,34641.96929548765,17136.336056991022,15996.357319629513,15996.357319629513,25368.61827826405,23182.72851987862,23182.72851987862,29453.68179276341,29453.68179276341,18465.27208765844,18465.27208765844,17136.336056991022,15996.357319629513,15996.357319629513,15923.68524202015,23182.72851987862,20578.885116840032,20578.885116840032,31349.091755774833,13545.251749616666,13545.251749616666,13487.561057257675,16457.12149601989,18307.562916455616,20697.267479076156,24807.611748142615,13545.251749616666,15211.846222691487,15211.846222691487,16457.12149601989,16994.956757655327,20554.805133516165,24261.168381251082,10592.293514116971,9782.781840527628,15148.41969410108,18185.88407764467,19694.25205402988,24565.565428491354,27287.9783845525,15655.232037665297,15655.232037665297,18643.103699037812,21642.731671440935,23176.145238529425,26892.6737975183,29726.1337941906,18312.912667262848,19819.734492655614,23139.01094592054,24582.369927203286,29431.00031039121,32327.005691634018,35483.88156366719,36252.74602719722,36252.74602719722,23714.354665542334,20774.638191770304,21915.9281156721,22948.718961152055,29676.993601893788,30140.900468437063,31025.235657325073,37846.03923766639,40196.76900400121,36252.74602719722,40196.76900400121,30657.60891560256,26132.60283049453,26132.60283049453,25928.985949585098,30349.126950777736,30349.126950777736,35627.327774448415,34189.84383076167,37846.03923766639,37832.40922696727,40196.76900400121,40196.76900400121,30857.881156831187,30086.859169403462,30086.859169403462,30696.57010746868,29640.326677875313,32508.15270182992,37326.666058249764,35632.22537881535,35632.22537881535,47116.602523639056,47116.602523639056,30086.859169403462,30086.859169403462,34522.01109757518,35464.41563944469,37384.935835141325,37326.666058249764,39493.76693132227,38884.264774102565,47116.602523639056,47116.602523639056,34522.01109757518,34522.01109757518,35464.41563944469,40458.41640646386,39493.76693132227,39493.76693132227,38884.264774102565,47116.602523639056,47116.602523639056,34522.01109757518,34522.01109757518,40458.41640646386,41280.640805896815,41280.640805896815,55247.298767631975,55247.298767631975,45593.31632163327,45593.31632163327,41280.640805896815,41280.640805896815,41280.640805896815,55247.298767631975,55247.298767631975,42915.58941026319,45593.31632163327,55247.298767631975,55247.298767631975,42915.58941026319,45593.31632163327,45593.31632163327,51159.33098077105,51159.33098077105,56918.55751104376,56918.55751104376,56918.55751104376,51159.33098077105,56918.55751104376,56918.55751104376,56918.55751104376,56918.55751104376,56918.55751104376,56918.55751104376
28210.36668745985,28210.36668745985,22408.38747941723,22408.38747941723,28258.166095717886,28258.166095717886,15278.473410848834,15278.473410848834,22824.831056976156,22408.38747941723,22408.38747941723,28258.166095717886,28258.166095717886,21357.995843027755,12254.08200019664,12254.08200019664,22824.831056976156,17460.047735685475,17460.047735685475,22108.491259242714,22108.491259242714,22686.93187369517,22686.93187369517,21357.995843027755,12254.08200019664,12254.08200019664,10645.908450493715,17460.047735685475,13233.694583319335,13233.694583319335,24003.901222254135,11400.632462606505,11400.632462606505,6142.370523736978,9111.930962499191,10962.37238293492,13352.07694555546,17462.42121462192,11400.632462606505,13022.633579402393,13022.633579402393,9111.930962499191,9649.76622413463,13209.614599995468,16080.049682225736,3247.102980596274,2437.591307006932,7803.229160580383,10840.693544123977,11513.133355004535,16384.44672946601,19470.299270557047,7326.746741128154,7326.746741128154,10461.985000012468,13461.61297241559,14995.026539504082,18711.555098492954,21545.015095165254,9977.774733622002,11491.249196118473,14810.525649383397,16253.884630666142,21102.515013854067,24145.88699260867,27302.76286464185,28071.627328171875,28071.627328171875,15379.216731901486,12439.500258129454,13587.44281913496,14620.233664614914,21348.508305356645,21812.41517189992,22844.116958299725,29517.55394112925,32015.65030497587,28071.627328171875,32015.65030497587,22322.470981961713,17797.464896853682,17797.464896853682,17593.84801594425,22013.98901713689,22013.98901713689,27298.84247791127,25861.358534224524,29517.55394112925,29651.29052794192,32015.65030497587,32015.65030497587,22522.74322319034,21751.721235762616,21751.721235762616,22361.43217382783,21305.188744234467,24173.014768189074,28998.180761712618,27303.740082278204,27303.740082278204,38788.11722710192,38788.11722710192,21751.721235762616,21751.721235762616,26186.873163934335,27129.27770580384,29049.79790150048,28998.180761712618,31158.628997681426,30555.779477565426,38788.11722710192,38788.11722710192,26186.873163934335,26186.873163934335,27129.27770580384,32123.27847282301,31158.628997681426,31158.628997681426,30555.779477565426,38788.11722710192,38788.11722710192,26186.873163934335,26186.873163934335,32123.27847282301,32945.502872255965,32945.502872255965,46918.813471094836,46918.813471094836,37258.17838799242,37258.17838799242,32945.502872255965,32945.502872255965,32945.502872255965,46918.813471094836,46918.813471094836,34580.45147662234,37258.17838799242,46918.813471094836,46918.813471094836,34580.45147662234,37258.17838799242,37258.17838799242,42824.1930471302,42824.1930471302,48583.41957740291,48583.41957740291,48583.41957740291,42824.1930471302,48583.41957740291,48583.41957740291,48583.41957740291,48583.41957740291,48583.41957740291,48583.41957740291
27775.843746227976,27775.843746227976,21172.820341377483,21172.820341377483,26367.13525479428,26367.13525479428,17661.677538024112,17661.677538024112,21589.26391893641,21172.820341377483,21172.820341377483,26367.13525479428,26367.13525479428,26151.97357379226,16770.638997781887,16770.638997781887,21589.26391893641,16224.48059764573,16224.48059764573,19703.431785117573,19703.431785117573,27480.90960445968,27480.90960445968,26151.97357379226,16770.638997781887,16770.638997781887,15162.465448078963,16224.48059764573,11877.650466201048,11877.650466201048,22112.87038133053,15917.189460191754,15917.189460191754,10076.623557361705,7192.959986072122,8709.91824536715,9464.78660365117,12270.795772168709,15917.189460191754,17539.19057698764,17539.19057698764,7192.959986072122,5762.475882230339,9322.324258091177,10243.279851361753,10560.779182110637,10554.670978075626,5870.624142110679,5088.060715703785,5676.363524140553,10547.676898602027,13633.529439693064,4169.033098815531,4169.033098815531,2993.752416959776,6087.956998136466,9104.872778703932,12821.401337692805,15654.861334365103,5508.824665305713,6760.959479778397,8599.0614388156,10908.885595530279,15172.255960381148,16782.0080573847,21412.6091038417,22181.473567371726,22181.473567371726,11203.97192722995,7629.16924004505,8614.034469888446,9285.458409869303,16003.509270220782,16467.416136764055,15470.460984020601,22842.9130035295,24641.994330696743,22181.473567371726,24641.994330696743,18363.97488985237,13572.464526359336,13572.464526359336,12429.045321064936,16846.146659847534,16846.146659847534,21964.067223165657,19778.33241941471,22842.9130035295,22277.634553662796,24641.994330696743,24641.994330696743,18564.247131080996,17526.72086526827,17526.72086526827,17210.85699467432,16137.346386945112,19005.17241089972,23663.405506967007,21968.964827532593,21968.964827532593,33087.78928950032,33087.78928950032,17526.72086526827,17526.72086526827,21537.797581340044,21961.435348514486,23881.955544211123,23663.405506967007,25990.78664039207,25221.004222819814,33087.78928950032,33087.78928950032,21537.797581340044,21537.797581340044,21961.435348514486,26955.436115533656,25990.78664039207,25990.78664039207,25221.004222819814,33087.78928950032,33087.78928950032,21537.797581340044,21537.797581340044,26955.436115533656,27777.660514966614,27777.660514966614,41584.038216349225,41584.038216349225,32609.102805398128,32609.102805398128,27777.660514966614,27777.660514966614,27777.660514966614,41584.038216349225,41584.038216349225,29931.37589402805,32609.102805398128,41584.038216349225,41584.038216349225,29931.37589402805,32609.102805398128,32609.102805398128,38175.117464535906,38175.117464535906,43415.577220113555,43415.577220113555,43415.577220113555,38175.117464535906,43415.577220113555,43415.577220113555,43415.577220113555,43415.577220113555,43415.577220113555,43415.577220113555
28935.743902009817,28935.743902009817,22332.720497159327,22332.720497159327,23615.686129452883,23615.686129452883,19875.095671950396,19875.095671950396,22749.16407471825,22332.720497159327,22332.720497159327,23615.686129452883,23615.686129452883,28365.391707718543,19243.626138779575,19243.626138779575,22749.16407471825,17384.380753427573,17384.380753427573,13774.666420598694,13774.666420598694,29694.32773838596,29694.32773838596,28365.391707718543,19243.626138779575,19243.626138779575,17635.45258907665,17384.380753427573,12205.908632010238,12205.908632010238,16193.977711392576,18390.17660118944,18390.17660118944,12549.610698359393,9137.385668654135,9869.818401148992,7732.354884038537,6409.180615860752,18390.17660118944,20012.177717985327,20012.177717985327,9137.385668654135,6546.212668632867,7217.0989689455655,2520.5515447360485,13672.566347966005,13686.655324807261,10143.424788686803,7729.644988387623,3759.3667161383546,2719.00596496934,5943.109754496125,9672.275711265624,9672.275711265624,6082.0450343086195,3191.8280902991983,2254.8728978990766,4830.487476948241,7663.94747362054,9946.39691700891,7497.883241688454,4105.265081930149,6675.9883599744435,9913.744173748197,11523.49627075175,13977.396403103636,14746.26086663366,14746.26086663366,14899.712960123865,10978.197831188967,9226.952596159448,7165.016385520053,11801.61222964993,11969.457945857568,10211.949197387648,17584.401216896546,19383.48254406379,14746.26086663366,19383.48254406379,21980.319220148343,16444.43101826962,16444.43101826962,10410.871605343957,13288.490270472947,13288.490270472947,16919.496499718574,14519.820632781759,17584.401216896546,17019.122767029847,19383.48254406379,19383.48254406379,22180.59146137697,20398.687357178555,20398.687357178555,15827.433625629541,13648.71735457631,16208.77164522921,19943.796446657285,19230.33990384543,19230.33990384543,27829.277502867364,27829.277502867364,20398.687357178555,20398.687357178555,22970.189433446,19472.806316145685,21393.326511842322,19943.796446657285,23500.938842702984,22065.3678196398,27829.277502867364,27829.277502867364,22970.189433446,22970.189433446,19472.806316145685,24466.807083164855,23500.938842702984,23500.938842702984,22065.3678196398,27829.277502867364,27829.277502867364,22970.189433446,22970.189433446,24466.807083164855,25289.031482597813,25289.031482597813,38427.185247230096,38427.185247230096,31827.541194225898,31827.541194225898,25289.031482597813,25289.031482597813,25289.031482597813,38427.185247230096,38427.185247230096,30312.950792958894,31827.541194225898,38427.185247230096,38427.185247230096,30312.950792958894,31827.541194225898,31827.541194225898,38556.692363466755,38556.692363466755,40926.948187744754,40926.948187744754,40926.948187744754,38556.692363466755,40926.948187744754,40926.948187744754,40926.948187744754,40926.948187744754,40926.948187744754,40926.948187744754
35613.51135189862,35613.51135189862,29010.487947048125,29010.487947048125,28959.660649217774,28959.660649217774,26580.60377274357,26580.60377274357,29426.93152460705,29010.487947048125,29010.487947048125,28959.660649217774,28959.660649217774,35070.89980851172,25949.13423957275,25949.13423957275,29426.93152460705,24062.14820331637,24062.14820331637,19118.640940363588,19118.640940363588,36399.83583917914,36399.83583917914,35070.89980851172,25949.13423957275,25949.13423957275,24340.960689869826,24062.14820331637,17549.88315177513,17549.88315177513,21537.95223115747,25095.684701982616,25095.684701982616,19255.11879915257,15842.89376944731,16547.58585103779,13228.366558580692,11753.155135625646,25095.684701982616,26717.685818778504,26717.685818778504,15842.89376944731,13251.720769426041,12713.11064348772,7184.687764183437,20378.07444875918,20392.163425600436,17909.36093518797,14224.162240095966,11218.774141040372,6488.611048139201,11287.084274261017,17880.11792139904,17880.11792139904,14204.020442739304,11371.594024719685,7356.601235717359,5184.880972437352,5460.673330378235,17852.911234312498,15290.464594833154,12227.240490360833,11170.585205397321,10707.467029829739,9986.280657531448,12967.76478840171,13736.629251931734,13736.629251931734,22692.294313268565,18770.779184333667,16783.28936448067,14721.353153841275,14820.684273984076,14303.430967274451,9820.994971468364,17193.44699097726,18992.528318144505,13736.629251931734,18992.528318144505,29772.900573293045,24237.012371414323,24237.012371414323,18171.119174084808,16307.562314807092,16307.562314807092,16528.54227379929,14128.866406862473,17193.44699097726,16628.16854111056,18992.528318144505,18992.528318144505,29973.172814521673,28191.268710323257,28191.268710323257,23383.770393950763,19591.464071894134,19227.843689563357,20116.814877867706,18839.385677926148,18839.385677926148,27438.323276948082,27438.323276948082,28191.268710323257,28191.268710323257,30629.503851665606,24086.62371350223,25318.91013078018,20116.814877867706,23109.9846167837,21674.413593720514,27438.323276948082,27438.323276948082,30629.503851665606,30629.503851665606,24086.62371350223,28094.59676431443,23109.9846167837,23109.9846167837,21674.413593720514,27438.323276948082,27438.323276948082,30629.503851665606,30629.503851665606,28094.59676431443,27060.551428993585,27060.551428993585,38036.231021310814,38036.231021310814,39587.788762966746,39587.788762966746,27060.551428993585,27060.551428993585,27060.551428993585,38036.231021310814,38036.231021310814,38073.198361699746,39587.788762966746,38036.231021310814,38036.231021310814,38073.198361699746,39587.788762966746,39587.788762966746,46316.9399322076,46316.9399322076,43518.21877624588,43518.21877624588,43518.21877624588,46316.9399322076,43518.21877624588,43518.21877624588,43518.21877624588,43518.21877624588,43518.21877624588,43518.21877624588
32788.996943269405,32788.996943269405,26185.97353841891,26185.97353841891,31223.772433961265,31223.772433961265,22674.83073506554,22674.83073506554,26602.417115977838,26185.97353841891,26185.97353841891,31223.772433961265,31223.772433961265,30437.356039748804,20982.742317765686,20982.742317765686,26602.417115977838,21237.63379468716,21237.63379468716,22944.467395654116,22944.467395654116,31766.292070416224,31766.292070416224,30437.356039748804,20982.742317765686,20982.742317765686,19374.568768062763,21237.63379468716,16890.803663242477,16890.803663242477,25363.778686447997,20129.292780175554,20129.292780175554,15089.776754403134,12206.113183113552,13723.071442408578,14183.777297499031,15511.831382705253,20129.292780175554,21751.293896971438,21751.293896971438,12206.113183113552,10775.629079271768,13663.106813294224,13270.447906762338,13926.401412373818,13116.889738784475,10883.777339152108,10101.213912745214,8882.463448791937,13560.919983827831,16660.69749509365,4494.5385218813135,4494.5385218813135,5282.5579361263335,8779.007449622319,11609.581829232522,14969.171138170084,17802.631134842384,1942.279296489642,3437.459687694521,7441.570645248362,8884.929626531106,13733.56000971903,17572.744041541122,23560.37890431898,24329.243367849005,24329.243367849005,5611.786263419796,1957.5453916696504,2777.070295427798,6095.5850310510195,12234.50367334655,13834.603637787248,15709.157477391638,22148.59893699421,24880.69082406778,24329.243367849005,24880.69082406778,13260.346447025904,7900.840677983936,7900.840677983936,6427.764699516987,10847.905700709627,10847.905700709627,16308.707854295133,16621.266181188057,22148.59893699421,22516.331047033833,24880.69082406778,24880.69082406778,13460.618688254532,11855.09701689287,11855.09701689287,11195.34885740057,10139.105427807204,13006.931451761811,18008.046138096484,16313.605458662068,16313.605458662068,27797.98260348578,27797.98260348578,11855.09701689287,11855.09701689287,15866.173732964646,15963.194389376578,17883.714585073216,18008.046138096484,19992.545681254163,19565.64485394929,27797.98260348578,27797.98260348578,15866.173732964646,15866.173732964646,15963.194389376578,20957.19515639575,19992.545681254163,19992.545681254163,19565.64485394929,27797.98260348578,27797.98260348578,15866.173732964646,15866.173732964646,20957.19515639575,21779.419555828707,21779.419555828707,35787.52601707479,35787.52601707479,26937.47895702273,26937.47895702273,21779.419555828707,21779.419555828707,21779.419555828707,35787.52601707479,35787.52601707479,24259.752045652647,26937.47895702273,35787.52601707479,35787.52601707479,24259.752045652647,26937.47895702273,26937.47895702273,32503.493616160507,32503.493616160507,37417.336260975644,37417.336260975644,37417.336260975644,32503.493616160507,37417.336260975644,37417.336260975644,37417.336260975644,37417.336260975644,37417.336260975644,37417.336260975644
37313.44791715264,37313.44791715264,30710.42451230215,30710.42451230215,32337.03483705143,32337.03483705143,28099.711063720617,28099.711063720617,31126.868089861073,30710.42451230215,30710.42451230215,32337.03483705143,32337.03483705143,36590.007099488765,27157.6656466545,27157.6656466545,31126.868089861073,25762.084768570396,25762.084768570396,22496.015128197243,22496.015128197243,37918.943130156185,37918.943130156185,36590.007099488765,27157.6656466545,27157.6656466545,25549.492096951573,25762.084768570396,20927.257339608786,20927.257339608786,24915.326418991124,26304.216109064364,26304.216109064364,20463.650206234317,17515.08968379696,18247.522416291813,16433.01040121415,15130.529323459301,26304.216109064364,27926.21722586025,27926.21722586025,17515.08968379696,14923.91668377569,15917.754486121175,11241.900252334597,20111.073264292125,19301.561590702786,16201.310547747658,15526.094241400288,10834.911296466627,10672.850987245312,14664.458462094672,10679.210373799622,10679.210373799622,9762.281589965325,8205.420995730354,7866.09367598158,9429.172098247009,11010.26125699644,9688.941205137056,7126.494565657712,4967.545854186534,2052.661413883736,6680.061995335434,10870.016556059692,17872.07112269936,18048.735137774805,18048.735137774805,12966.158461659064,9044.643332724165,7919.9761073383515,6203.982181235868,5390.648101903892,6003.260488454089,8655.65946300804,14725.176648682575,17827.19280968418,18048.735137774805,17827.19280968418,19103.779192538397,14510.87651980482,14510.87651980482,6649.221583410131,6877.526142726907,6877.526142726907,12006.008100915247,11068.981241777852,14725.176648682575,15462.833032650236,17827.19280968418,17827.19280968418,19304.051433767025,17225.913802042374,17225.913802042374,11464.891339455848,7015.878409733508,9797.80751748317,13532.832318911243,12010.905705282183,12010.905705282183,23495.68441379253,23495.68441379253,17225.913802042374,17225.913802042374,18710.62479717069,12839.967371302882,14760.48756699952,13532.832318911243,16684.303437722145,15248.73241465896,23495.68441379253,23495.68441379253,18710.62479717069,18710.62479717069,12839.967371302882,17833.968138322052,16684.303437722145,16684.303437722145,15248.73241465896,23495.68441379253,23495.68441379253,18710.62479717069,18710.62479717069,17833.968138322052,18656.19253775501,18656.19253775501,31625.979094098817,31625.979094098817,28065.89117229207,28065.89117229207,18656.19253775501,18656.19253775501,18656.19253775501,31625.979094098817,31625.979094098817,26551.300771025068,28065.89117229207,31625.979094098817,31625.979094098817,26551.300771025068,28065.89117229207,28065.89117229207,34795.04234153293,34795.04234153293,34294.10924290195,34294.10924290195,34294.10924290195,34795.04234153293,34294.10924290195,34294.10924290195,34294.10924290195,34294.10924290195,34294.10924290195,34294.10924290195
38771.16484822622,38771.16484822622,32168.141443375727,32168.141443375727,33196.58753786125,33196.58753786125,29710.516618166796,29710.516618166796,32584.58502093465,32168.141443375727,32168.141443375727,33196.58753786125,33196.58753786125,38200.81265393494,29079.047084995975,29079.047084995975,32584.58502093465,27219.801699643973,27219.801699643973,21970.547064634873,21970.547064634873,39529.74868460236,39529.74868460236,38200.81265393494,29079.047084995975,29079.047084995975,27470.87353529305,27219.801699643973,21831.964055174383,21831.964055174383,24389.858355428754,28225.59754740584,28225.59754740584,22385.031644575793,18972.806614870537,19705.23934736539,17495.738741518602,16035.2360390249,28225.59754740584,29847.598664201727,29847.598664201727,18972.806614870537,16381.633614849266,16980.48282642563,11466.768667582692,23507.987294182407,23522.076271023663,18979.390643198854,17565.065934604023,12855.737469094649,10770.691951538454,15569.16517766027,15322.307342951946,15322.307342951946,12991.089949586902,10353.170116551217,8137.010770593507,7502.477763547913,4840.788198481927,14332.03817428938,11769.591534810037,9544.505504539111,6695.75838303606,3461.846784979548,4700.543497545178,11702.598064184844,11870.085083451053,11870.085083451053,19171.421253245448,15249.906124310548,13055.919548688647,10847.079150388192,7658.560726198456,4538.690781130052,2477.009408684288,8493.005321435912,11648.54275536043,11870.085083451053,11648.54275536043,24515.805635646106,20716.139311391205,20716.139311391205,13221.330551124029,9145.438767021471,9145.438767021471,7327.46285579178,4927.786988854966,8493.005321435912,9284.182978326484,11648.54275536043,11648.54275536043,24716.077876874733,22637.940245150083,22637.940245150083,16697.298055484924,12463.113551586874,12065.720141777736,10915.7354598602,9638.30625991864,9638.30625991864,20094.337714164005,20094.337714164005,22637.940245150083,22637.940245150083,23943.031513199767,16924.50016571661,16541.051281607877,10915.7354598602,13908.905198776192,12473.334175713006,20094.337714164005,20094.337714164005,23943.031513199767,23943.031513199767,16924.50016571661,18893.517346306922,13908.905198776192,13908.905198776192,12473.334175713006,20094.337714164005,20094.337714164005,23943.031513199767,23943.031513199767,18893.517346306922,17859.472010986075,17859.472010986075,28901.29214510016,28901.29214510016,33080.35094238968,33080.35094238968,17859.472010986075,17859.472010986075,17859.472010986075,28901.29214510016,28901.29214510016,31558.026489727934,33080.35094238968,28901.29214510016,28901.29214510016,31558.026489727934,33080.35094238968,33080.35094238968,39742.3628741261,39742.3628741261,34317.139358238375,34317.139358238375,34317.139358238375,39742.3628741261,34317.139358238375,34317.139358238375,34317.139358238375,34317.139358238375,34317.139358238375,34317.139358238375
